run_id,scenario_id,model_name,md_path,answer_char_length,answer_sha256
323,unknown,Granite 4.1 8B,run_323__unknown__granite_4_1_8b.md,4345,904275d10b23d91c265393b652d0c40c5bbaaaec512b3dd8934977cb00b793c6
324,unknown,Granite 4.1 8B,run_324__unknown__granite_4_1_8b.md,4417,eb93626a322ff415d8c00e8c80a5b588bf63e4e854f4a1f75e34f91f099a5b96
325,unknown,Granite 4.1 8B,run_325__unknown__granite_4_1_8b.md,4090,3cc283a03bdd23413dd6d955273451a61ac6c4e51843d4727b0dcc1f89d026b0
326,unknown,Llama 3.1 8B Instruct,run_326__unknown__llama_3_1_8b_instruct.md,2465,9bd0d6b6eb37048ce3b258116587824c520404460a34693b03b5a285d2840144
327,unknown,Llama 3.1 8B Instruct,run_327__unknown__llama_3_1_8b_instruct.md,2890,809e82759d4ab528ae4cb6f47efc27c3af08be91066e1efc5e6ed98504f5100e
328,unknown,Llama 3.1 8B Instruct,run_328__unknown__llama_3_1_8b_instruct.md,2582,2a7739409be6c9736705720e947e449383af22e4e9b93027a8785e1bc069b894
329,unknown,Ministral 3 8B,run_329__unknown__ministral_3_8b.md,4233,fd56e4d30de4f6a38199bb3fc28470c73fe37d24f4567ec4361a626aa99e7fcb
330,unknown,Ministral 3 8B,run_330__unknown__ministral_3_8b.md,27731,a9a7207c247ff3ed3975cd90658d8a163a6e8989b2ec075e633d43e4ee446fd0
331,unknown,Ministral 3 8B,run_331__unknown__ministral_3_8b.md,6256,dd3d3b6109644e5e37cd671c5dc24a29041f6ad538748e3ff5004db0000d0126
332,unknown,Mistral NeMo 12B,run_332__unknown__mistral_nemo_12b.md,2016,277627dfe52fca74a3b6ef5e23ed28713f8883d03f3b2e95ededb12d0211dbe6
333,unknown,Mistral NeMo 12B,run_333__unknown__mistral_nemo_12b.md,2243,96a6de40584b1b478979b0a9ac2cc5417801cefb8cd5499a29ce36eeef9a0d28
334,unknown,Mistral NeMo 12B,run_334__unknown__mistral_nemo_12b.md,1853,28de0ce231c10f5e8357f8aa6976ba9d248a0e72920caba2c83617254dccb116
335,unknown,Mistral Small 3.2 24B Instruct,run_335__unknown__mistral_small_3_2_24b_instruct.md,3933,fc9703adb7afd16f9f1e8546efc43aaaaed996b04d1ca371899785a986ff59ce
336,unknown,NVIDIA Nemotron 3 Nano 30B-A3B,run_336__unknown__nvidia_nemotron_3_nano_30b_a3b.md,2864,46b58ba61998e4fb3f040df48baa32d629f17ab7288bef7229c0a467410a8ada
337,unknown,Qwen3 8B,run_337__unknown__qwen3_8b.md,108,5551b5ac26cb628161e3cab4177efa53de03002b113b59f3d817c9a94b1b5b36
338,unknown,Qwen3.5 9B,run_338__unknown__qwen3_5_9b.md,4180,fc33b2b456aa2713ee9d840dbb3bed61e2b09246fc395da43afd149180410302
339,unknown,Gemma 3 12B IT,run_339__unknown__gemma_3_12b_it.md,2793,b08b4ddffbbd63b730fda02b88350a72c7f255c2fa3acc1e9971d4e896f1953b
340,unknown,Gemma 3 12B IT,run_340__unknown__gemma_3_12b_it.md,2788,be87566599f02b5e2853d15d43c558f32d7bb7cf2fe4634879ccb8e649c44eb7
341,unknown,Gemma 3 12B IT,run_341__unknown__gemma_3_12b_it.md,2969,2cf92fb42cedc6d8a2cdbb5a1d577ffc1f08ac702926bd71ab46ca16bcca7dd4
342,unknown,Gemma 3 12B IT,run_342__unknown__gemma_3_12b_it.md,2758,29b812ca7cda3d6f86c611211878387ee1b2deee1a5c484aed26c14434ade968
343,unknown,Gemma 3 27B IT,run_343__unknown__gemma_3_27b_it.md,2945,9095cd3999bc2e107684cfdce370265df5b67797323153c988fe551700b74377
344,unknown,Gemma 4 31B IT,run_344__unknown__gemma_4_31b_it.md,2266,d2e28a8868ffc31aa56f0a32f0ee4deb2e4e159c44f9df96baadd906779cc01c
345,unknown,Granite 4.1 8B,run_345__unknown__granite_4_1_8b.md,2391,dfa88f739636629045ac24167b3062510b60243c219548cad65a75b9abcf1437
346,unknown,Granite 4.1 8B,run_346__unknown__granite_4_1_8b.md,2578,14144a7db3f5dabc6051e1f603bb89ebfa7e04210b27db828052f91dda6ae3d8
347,unknown,Granite 4.1 8B,run_347__unknown__granite_4_1_8b.md,2672,99e0037c833c4cf5186e1905087b9d65215cb768287db86adbf88598ef0c56b0
348,unknown,Granite 4.1 8B,run_348__unknown__granite_4_1_8b.md,2792,bfbcfe8d548a21ee9aa6fc4980c8087586f688dd39c2dc84a41a7f1c8feaba72
349,unknown,Llama 3.1 8B Instruct,run_349__unknown__llama_3_1_8b_instruct.md,2087,4b0ba4c5d47f7fa6de82bf0da6731a5080c9b4415c8201d7db115fea65cf100c
350,unknown,Llama 3.1 8B Instruct,run_350__unknown__llama_3_1_8b_instruct.md,2404,6eb955371a49e558d568676aa2407de31b1d63eec4a164672f31a6938d008188
351,unknown,Llama 3.1 8B Instruct,run_351__unknown__llama_3_1_8b_instruct.md,2298,1b443234a618151ec40fe328df771e2710307cd20fcfd0a053d572d2ee2e2613
352,unknown,Llama 3.1 8B Instruct,run_352__unknown__llama_3_1_8b_instruct.md,1973,af493d3fa9bfce930ebc7f51c489c07cc89a6ef38724e366489931fab988392e
353,unknown,Ministral 3 8B,run_353__unknown__ministral_3_8b.md,3153,dffddb21718ca07bd9b626149cc14398b9d013919686b0c7642237df405fedfa
354,unknown,Ministral 3 8B,run_354__unknown__ministral_3_8b.md,3392,9ae34691c17796ff151b1a1a7f6c2afff89b8001c4ec22db21597c4c39148591
355,unknown,Ministral 3 8B,run_355__unknown__ministral_3_8b.md,2836,4e2771ea8f8704f1543c0adc6152750e09042138b4d39ede0ddefc1d7db3fde6
356,unknown,Ministral 3 8B,run_356__unknown__ministral_3_8b.md,3689,1a46d49ff4a16cf676a3257505da251203cdacfe57d56f22f9f33ebc5e2e4402
357,unknown,Mistral NeMo 12B,run_357__unknown__mistral_nemo_12b.md,1742,803034066ab693587a3e9e746e3fea9beead91fc3791b7bf16db1570856c069d
358,unknown,Mistral NeMo 12B,run_358__unknown__mistral_nemo_12b.md,1882,4396bf4c8ce5e09e24610ddb4ff28d6cc69903496b91af77f86ef8067757297e
359,unknown,Mistral NeMo 12B,run_359__unknown__mistral_nemo_12b.md,2070,88c5f95430699f7c50ec65f9d0e4c14dc0107fa28f4fd8e169dde3fef5a23021
360,unknown,Mistral NeMo 12B,run_360__unknown__mistral_nemo_12b.md,1588,681b739dd1444bfb428aeea9120b3da41da2144d8d038a6d8e4c5a41ec95f71b
361,unknown,Mistral Small 3.2 24B Instruct,run_361__unknown__mistral_small_3_2_24b_instruct.md,2577,c0909a96d3912c0ee7b42ab2de11ec5922a23229a2718b18135b26b1c9aa96b3
362,unknown,NVIDIA Nemotron 3 Nano 30B-A3B,run_362__unknown__nvidia_nemotron_3_nano_30b_a3b.md,1999,c12e3286c2ceaeab99a48ee994b3d765d91858d38f5d18d1c71c07d53c39e581
363,unknown,Qwen3 8B,run_363__unknown__qwen3_8b.md,180,d63579c0dba4ba401b5eb6ab67d0d4831c99b9ef7efc94321338adf271463b3e
364,unknown,Qwen3 8B,run_364__unknown__qwen3_8b.md,466,6aaff111d3f76c4e529f7bf5c9cc1ea3563776b5423d05619bbd5ab1ffd56d93
365,unknown,Qwen3.5 9B,run_365__unknown__qwen3_5_9b.md,3659,643cc7ea48791083b4fe6f28b1f73cee2c98a80b63136b6832b1e96fef4ae9e7
366,unknown,Qwen3.5 9B,run_366__unknown__qwen3_5_9b.md,3030,3433934f73750d01f665096dc261993f2374b1701ea70291a6b22e58e783805a
367,unknown,Gemma 3 12B IT,run_367__unknown__gemma_3_12b_it.md,5933,c4bcf80afabdeea81474ef90f61c222e78e9e82792f8252d984296ef624b8278
368,unknown,Gemma 3 12B IT,run_368__unknown__gemma_3_12b_it.md,5265,c941bbad4ff9348e3ae7914c8e95ef30712f57331c06f3bc78f857faf04b97f5
369,unknown,Gemma 3 12B IT,run_369__unknown__gemma_3_12b_it.md,4179,0e2a5568c9840634b8328e0ed682f70639942fe7f70324d746106268fbcc89e8
370,unknown,Gemma 3 27B IT,run_370__unknown__gemma_3_27b_it.md,5401,4648d890cf3c01a59a93eec6d911e9270d3ce4019c41c38df39e76227ce85af2
371,unknown,Gemma 4 31B IT,run_371__unknown__gemma_4_31b_it.md,4207,dcc116201cf403922d822873536bee10e6bf00ee9977ab31c8d51fb47489d4cd
372,unknown,Granite 4.1 8B,run_372__unknown__granite_4_1_8b.md,3565,c30835d95aad7c95206e365a6303de881a60c45c4c499a855af2bbae768bc1cf
373,unknown,Granite 4.1 8B,run_373__unknown__granite_4_1_8b.md,4098,c54b76e42855ae63568f870129ed30b208bb88adc1a7551c98d7403f27ed96b7
374,unknown,Granite 4.1 8B,run_374__unknown__granite_4_1_8b.md,4688,b64aa08a3f973744e5b3cb2f9d4d5ef6eeba5e9c9351ea1527c1f4b1c866a1cc
375,unknown,Llama 3.1 8B Instruct,run_375__unknown__llama_3_1_8b_instruct.md,2656,152df57c382db632ae2743cf23d6adf3d24bad6c3ef040a887006c046d5d8e00
376,unknown,Llama 3.1 8B Instruct,run_376__unknown__llama_3_1_8b_instruct.md,2690,38197957e18d7260905a9ee3e0a26f9ad66f25a9187f7934ca6829fd5336f2dc
377,unknown,Llama 3.1 8B Instruct,run_377__unknown__llama_3_1_8b_instruct.md,2274,ca70ece838ba987e6dfa6c7d12e1bfb9269bfce4bafe604d8c9b29a95d7e7704
378,unknown,Ministral 3 8B,run_378__unknown__ministral_3_8b.md,12233,8e7f7e619ff39a1e1985cf14c3cbeefc3ddc3af97a5701f0bfc6999e149a3887
379,unknown,Ministral 3 8B,run_379__unknown__ministral_3_8b.md,25007,30bcefb81b2b4e23b669e4864ab84997331514c2a9de7844888ee02aed240e59
380,unknown,Ministral 3 8B,run_380__unknown__ministral_3_8b.md,38889,fc7954cd46f41d2fb7c546dc2487308a2b3106661ff676dac65398216413c1b3
381,unknown,Mistral NeMo 12B,run_381__unknown__mistral_nemo_12b.md,2337,4abf888617b01dfc459b5b01f9bbc5e3194cc3b158d13a58e280e38dac498b63
382,unknown,Mistral NeMo 12B,run_382__unknown__mistral_nemo_12b.md,1950,dac3df52c077115359151746a591116eaaa0550b4c9dd732bcb64d55417d74ab
383,unknown,Mistral NeMo 12B,run_383__unknown__mistral_nemo_12b.md,1938,3eb89eaf7541dc80c4987819e0281546c21144aaeb08d8afea510f47348a8990
384,unknown,Mistral Small 3.2 24B Instruct,run_384__unknown__mistral_small_3_2_24b_instruct.md,2414,3e72150e9d334502338dd2ea6b0f1b912bada34d68f4e17c2429958181aadb8f
385,unknown,NVIDIA Nemotron 3 Nano 30B-A3B,run_385__unknown__nvidia_nemotron_3_nano_30b_a3b.md,47328,bca1d05445655c7bb0dc16cfa1745c4562ad70c6b23ed855aa543cf0c3b7c6f4
386,unknown,Qwen3 8B,run_386__unknown__qwen3_8b.md,170,f6784cb843295a549d1811a77d3e92940da62fcab297967e6cc12f0eed76dca6
387,unknown,Gemma 3 12B IT,run_387__unknown__gemma_3_12b_it.md,9393,1bae1fc3772bd6779a576caa992e49bdabea3bea384b06c074ccb6fb8b12ab7d
388,unknown,Gemma 3 12B IT,run_388__unknown__gemma_3_12b_it.md,8255,a821fb4987ed9f4e986bf400b145e6d1e98228edef151b68976d511d67fdd969
389,unknown,Gemma 3 12B IT,run_389__unknown__gemma_3_12b_it.md,6925,072517cf0a8cf0b2aa5edafe7f324576216111b4b160fe03aba537d4c06ef2b2
390,unknown,Gemma 3 27B IT,run_390__unknown__gemma_3_27b_it.md,4660,b1abcec874ed7ab41bb673b8e3f7adcabf1942fb6ab6fc6f889e6856368368cc
391,unknown,Gemma 4 31B IT,run_391__unknown__gemma_4_31b_it.md,3221,ce023f678abac0659c42de8bdbfc3eebbd0100871ca9e9b5bfd31bee9aeac857
392,unknown,Granite 4.1 8B,run_392__unknown__granite_4_1_8b.md,5268,a82aacb29901a43f4bbd2388b727845d00ad3404d3289f73ebeced1325853c88
393,unknown,Granite 4.1 8B,run_393__unknown__granite_4_1_8b.md,5410,9bd49c020a1128a80bf989cdead5c0683a25d495933cbbb4003b01f7610dfc3c
394,unknown,Granite 4.1 8B,run_394__unknown__granite_4_1_8b.md,5386,c07c8b58e8cb6baf29b313d2993ac98d97fa5a78d1eb81acc82d09916aefb4cc
395,unknown,Llama 3.1 8B Instruct,run_395__unknown__llama_3_1_8b_instruct.md,29323,ef761b2314e686281e35f99c39af32f5cd314160ef3fe86a74929ab574f92504
396,unknown,Llama 3.1 8B Instruct,run_396__unknown__llama_3_1_8b_instruct.md,3940,f1ea8109a5a762712878fc4bed3eef42d435f924e941b5f10daab9ef6d09dd82
397,unknown,Llama 3.1 8B Instruct,run_397__unknown__llama_3_1_8b_instruct.md,3909,50d5ea1c1615dcf00a02adb430062f7277730c33511b80388265777a132952dc
398,unknown,Ministral 3 8B,run_398__unknown__ministral_3_8b.md,5763,9b4cee6c346c5d15b6ab26b31691d992fa6ea022b47c4507958b53c03c55ff20
399,unknown,Ministral 3 8B,run_399__unknown__ministral_3_8b.md,6665,abacbe34754a0c712801945338b05378c04e30561cc11ae4ea08eea931f06e27
400,unknown,Ministral 3 8B,run_400__unknown__ministral_3_8b.md,5493,5fe8cb83aabccca42374bc9375c685216c1221e4d3fc5c68a2e56e6a2486fab2
401,unknown,Mistral NeMo 12B,run_401__unknown__mistral_nemo_12b.md,2637,52de1ea8b7d56089dc2306385df8275ec23b646dcd1217c7ce32b7a22d3249e6
402,unknown,Mistral NeMo 12B,run_402__unknown__mistral_nemo_12b.md,2335,52a379ad2389845b98c72c733051122b42e940b67499f92451f1f0448d8c5ee4
403,unknown,Mistral NeMo 12B,run_403__unknown__mistral_nemo_12b.md,2589,400ef22dd7f844a846ce1f3ade3238bcf600422ab9d75228f9b6a96d61a8bcec
404,unknown,Mistral Small 3.2 24B Instruct,run_404__unknown__mistral_small_3_2_24b_instruct.md,4302,3ba88fba115ad4df9762e6ae222e985238a885d1d951b9f78eb58c342ecd439b
405,unknown,NVIDIA Nemotron 3 Nano 30B-A3B,run_405__unknown__nvidia_nemotron_3_nano_30b_a3b.md,26668,6e71988178203fb8105ed1498be01070cab2d751999591419c1cc6e35a1d8fd5
406,unknown,Qwen3 8B,run_406__unknown__qwen3_8b.md,171,adccd6e2ea6b4ab7d6a448a286472f9578a4f6d77d91955a4ac487b9c8616dc9
407,unknown,Gemma 3 12B IT,run_407__unknown__gemma_3_12b_it.md,2743,5730c398357de21cbdcab750524e4bb16b63cdd1b21b5a8866850a625cab7848
408,unknown,Gemma 3 12B IT,run_408__unknown__gemma_3_12b_it.md,2998,edd81ba9c405c285c3336c328f32471d4b2bc7fdddf76574a51f595d6f7c4832
409,unknown,Gemma 3 12B IT,run_409__unknown__gemma_3_12b_it.md,2814,afce79364747eb363073218f3edf5b9e37029535ba189e789a6c9f3f2a99f3bb
410,unknown,Gemma 3 27B IT,run_410__unknown__gemma_3_27b_it.md,2761,891cadda7969f48eb727bbe452a27efbd7647c664efbe6601a1d159cd28be2bb
411,unknown,Gemma 4 31B IT,run_411__unknown__gemma_4_31b_it.md,2246,3780dc548c31b7a185abc5c41481434b5e0497f0d6c2152bb0c6d10c5311a2a8
412,unknown,Granite 4.1 8B,run_412__unknown__granite_4_1_8b.md,2785,df11241ad2a899c2a8e518b4f42bd10617c59c5adbd44bb89d86c59e2e632324
413,unknown,Granite 4.1 8B,run_413__unknown__granite_4_1_8b.md,2934,6998b7e64dc31d9320fb2070445bd21d46a45576996f17895c5eb47e5419ae5d
414,unknown,Granite 4.1 8B,run_414__unknown__granite_4_1_8b.md,2933,3a13f208475c2a41e9b8fa5891cd749ae208b1c259756dacd6a03bf68674559e
415,unknown,Llama 3.1 8B Instruct,run_415__unknown__llama_3_1_8b_instruct.md,1813,23d48968342ee290938b4abf84288bb1fc10d59791936d7d92c66a73e7b74960
416,unknown,Llama 3.1 8B Instruct,run_416__unknown__llama_3_1_8b_instruct.md,1535,e2458e1b3d24e2eeeb0af41215d77afae662c57409e00c2f7cbec4e238476f9c
417,unknown,Llama 3.1 8B Instruct,run_417__unknown__llama_3_1_8b_instruct.md,1534,1a40259e4743a963dc8e5f3214a3871233c8a75871bb02a033715b8f8667cce3
418,unknown,Ministral 3 8B,run_418__unknown__ministral_3_8b.md,1832,e5d82d91421cda5be85ccd67e2eac6469a7d9f70a033fe6459f85d5b7f165f05
419,unknown,Ministral 3 8B,run_419__unknown__ministral_3_8b.md,2301,2a311726095a7b1b57d88a55a70e1ad7b8a9f19e854b93abe34c226ebc1fe2d0
420,unknown,Ministral 3 8B,run_420__unknown__ministral_3_8b.md,3656,da76a4a2ab0df28775e447f147b2551bbdee1174d13d3c2d329f9bb43ee94e0f
421,unknown,Mistral NeMo 12B,run_421__unknown__mistral_nemo_12b.md,2082,9fc64105d1d129c6b5c32cffc724105534b7ec756258b9c7b2303489b8159b60
422,unknown,Mistral NeMo 12B,run_422__unknown__mistral_nemo_12b.md,1808,a5e87a1afd8de708ad0808febd295504de2e226c032c7ed03a89a8b48de213a8
423,unknown,Mistral NeMo 12B,run_423__unknown__mistral_nemo_12b.md,1920,a932f2805d6e12542f7df0fcac12c84db4366171372716ce023a3f27dccb615a
424,unknown,Mistral Small 3.2 24B Instruct,run_424__unknown__mistral_small_3_2_24b_instruct.md,2531,01d6260285096b0631d4e855337361e01155975c9a59c100022715985c2ccc08
425,unknown,NVIDIA Nemotron 3 Nano 30B-A3B,run_425__unknown__nvidia_nemotron_3_nano_30b_a3b.md,2357,e176865c2e6ea2887e9d467b68202472aa27990ac838fba458d3eddf98e1c444
426,unknown,Qwen3 8B,run_426__unknown__qwen3_8b.md,217,83435af7a569462e9c8119ba58138ec70b4fd09a84410c7ed6746c9786ae4e3c
427,unknown,Qwen3.5 9B,run_427__unknown__qwen3_5_9b.md,2982,0858439dab8ca1ddcaf2b522d14b104ffc50464d0056695c6c67920b8b24c521
428,unknown,Gemma 3 12B IT,run_428__unknown__gemma_3_12b_it.md,3267,3995c7967a4b8ead136e325dc0fe17be9569b3e5a3f95ba949990ca93c8e9cce
429,unknown,Gemma 3 12B IT,run_429__unknown__gemma_3_12b_it.md,3067,ab9d6b95679e13aec95c9bc4b8601427bf562dc97b569e03b486df965153112a
430,unknown,Gemma 3 12B IT,run_430__unknown__gemma_3_12b_it.md,2981,5afc8508c0ecba23d44cffae2ebab91185cdf786adb0f6dd074f8239edc8efe2
431,unknown,Gemma 3 27B IT,run_431__unknown__gemma_3_27b_it.md,2422,a2f21ca48453c88a6aba36d4972ab9662add60fb9f0e8560792c98e41ab0b48e
432,unknown,Gemma 4 31B IT,run_432__unknown__gemma_4_31b_it.md,2198,f04dd407e7ccb2ee1b942eb63ff4019f3f7fab91004804f9ceeb2b106b7929a2
433,unknown,Granite 4.1 8B,run_433__unknown__granite_4_1_8b.md,3663,4b1f0ed8e12ac211c925743cfc12ba4c836ec1ef4be437da9bbd17b0563464ab
434,unknown,Granite 4.1 8B,run_434__unknown__granite_4_1_8b.md,3433,ced3ee2219fc0dc4ac354ae4dca929d9b69104b204012ac333cf5057c8bb21f9
435,unknown,Granite 4.1 8B,run_435__unknown__granite_4_1_8b.md,4191,7077ef992023a8330dc9f62e21445387f03d6d0d46b92606a2e99480eed1c7f8
436,unknown,Llama 3.1 8B Instruct,run_436__unknown__llama_3_1_8b_instruct.md,2664,26baf293b4469311aaf63bebe16e182f94923466a10dac94aa29f68385bec8e5
437,unknown,Llama 3.1 8B Instruct,run_437__unknown__llama_3_1_8b_instruct.md,3012,2e17c10bfc87906f7070f056c310dd269626ae9f302cc782feb66b94f0d0de86
438,unknown,Llama 3.1 8B Instruct,run_438__unknown__llama_3_1_8b_instruct.md,3076,c61bfa0a74f3b6aa0af1643a595ad93637f759bd25df6f2c45400993fe146174
439,unknown,Ministral 3 8B,run_439__unknown__ministral_3_8b.md,5043,affdb91d8eaf8a51ed2cbcd82cd646fc6780c0419547e9246407a51ebff6aa13
440,unknown,Ministral 3 8B,run_440__unknown__ministral_3_8b.md,4276,f2a1f2d61326cf0708704588c397c6c773c201c4478bf60b79d162d0b59fb472
441,unknown,Ministral 3 8B,run_441__unknown__ministral_3_8b.md,6858,a8065ad0dae4009bf92770d68210ee5d1d8e88c195b4e8a38ce5b40095c0e0a4
442,unknown,Mistral NeMo 12B,run_442__unknown__mistral_nemo_12b.md,2062,78e12247f8f343717938edc3ad3de5f8d4a844b0635a35b287cd454ef1ef59f3
443,unknown,Mistral NeMo 12B,run_443__unknown__mistral_nemo_12b.md,2041,40ec65ac5b9eb2fb1599cbc0e955fed0cf5a3a5a4168c7e9a7c3e79114b10e5a
444,unknown,Mistral NeMo 12B,run_444__unknown__mistral_nemo_12b.md,2302,332ca47349676de35294f804ac5245d98ca3dce5a1b8fb18421ff473fb7a5fc5
445,unknown,Mistral Small 3.2 24B Instruct,run_445__unknown__mistral_small_3_2_24b_instruct.md,3005,72e65d9e567b084d466de4ea995680dff5014f502dee5490596bfa21adb26dd3
446,unknown,NVIDIA Nemotron 3 Nano 30B-A3B,run_446__unknown__nvidia_nemotron_3_nano_30b_a3b.md,1880,7bcbafadcf3b0c825f3306df03714b14a6e19db011031998ffe45aaf72faaac4
447,unknown,Qwen3 8B,run_447__unknown__qwen3_8b.md,222,864c6ec3f559b001bdc2f34076a006a7801fb41aae54cf5dca04dd494840efec
448,unknown,Qwen3.5 9B,run_448__unknown__qwen3_5_9b.md,2688,360554c140808b2bbba8aefea7824e035516ba2c5c80ddf124705ebf2388f41d
449,unknown,Gemma 3 12B IT,run_449__unknown__gemma_3_12b_it.md,3239,83c99dfdd3cee7a25f2db7b5cef003a87bfac098cd05213d43552267e5c66d02
450,unknown,Gemma 3 12B IT,run_450__unknown__gemma_3_12b_it.md,3194,76828ddfcfe1ff2f6a46515a7f8aaefc26fc771d612259a3d5d34f33c67d5858
451,unknown,Gemma 3 12B IT,run_451__unknown__gemma_3_12b_it.md,3167,a12c7fc084f831ede61026245fe546bc040c2b66733bb845e73c4bddb00a8269
452,unknown,Gemma 3 27B IT,run_452__unknown__gemma_3_27b_it.md,3106,d0a72212c5ecc69b0505fea433893f29fb24825fe9ec8b382c28a6cdf6b05ea3
453,unknown,Gemma 4 31B IT,run_453__unknown__gemma_4_31b_it.md,2447,5461ffd5a8710826a33ac92ca2ce5ee7beee47e90407d27a3c0f37aab6ad7b28
454,unknown,Granite 4.1 8B,run_454__unknown__granite_4_1_8b.md,3385,13459c1b654c288270cf9253e19191ee4ae422460b998bbcc5b40d596f13779c
455,unknown,Granite 4.1 8B,run_455__unknown__granite_4_1_8b.md,3578,7ac5257cfebda4ebad0422029f28cefafacc3f62667804dc2f2f0837c873522d
456,unknown,Granite 4.1 8B,run_456__unknown__granite_4_1_8b.md,3489,fea441e97528fd104f12f3c4a6550a627a5b286a52537b6431645ae0418916e2
457,unknown,Llama 3.1 8B Instruct,run_457__unknown__llama_3_1_8b_instruct.md,2274,eb790d165dbb1ea19cbfdb26228cc8041053a02a600eaa4b846ffdb27ee3325a
458,unknown,Llama 3.1 8B Instruct,run_458__unknown__llama_3_1_8b_instruct.md,2320,f9802963edb46ea06671612ef72157dfef1076145280b482ebe05f4eafd380ac
459,unknown,Llama 3.1 8B Instruct,run_459__unknown__llama_3_1_8b_instruct.md,2105,c687e3486a38796f366c1d73e4821db3093aa9327cdba75721068dc571b668ec
460,unknown,Ministral 3 8B,run_460__unknown__ministral_3_8b.md,4665,3117096d7fa314b92aac466a6c8d498eb6c8fcd674a0390b4d4872451181b270
461,unknown,Ministral 3 8B,run_461__unknown__ministral_3_8b.md,2616,db20c1dfa52e841b4541a9c885e4b34011df6c88fe3214220b19e88d3fcdf2f1
462,unknown,Ministral 3 8B,run_462__unknown__ministral_3_8b.md,2523,e6658eadfccac605ada670ac32ae70dd88769d1ece1bc3d817728c0c20d34334
463,unknown,Mistral NeMo 12B,run_463__unknown__mistral_nemo_12b.md,1811,7c7da71a5eddaf82499c39ea9ebab851e8d379cfad73808ba2830164557a6a21
464,unknown,Mistral NeMo 12B,run_464__unknown__mistral_nemo_12b.md,1470,9900fd6768714fd1f80c443d24b07902df3add3f13736d25fa2c4bdca6580d8e
465,unknown,Mistral NeMo 12B,run_465__unknown__mistral_nemo_12b.md,1414,d2151a8b4763a50409cfb67673f072181750d3c437ac8828ab5593ae1150547d
466,unknown,Mistral Small 3.2 24B Instruct,run_466__unknown__mistral_small_3_2_24b_instruct.md,2721,ec1be5ca05d32d5e570b10edcd1b21d61aa11255d049b70b3185e42c69dbd7af
467,unknown,NVIDIA Nemotron 3 Nano 30B-A3B,run_467__unknown__nvidia_nemotron_3_nano_30b_a3b.md,3433,c50e44c3a1f7e7d049257290831b3ac7529fed8a642ca740721107aed691ca3d
468,unknown,Qwen3 8B,run_468__unknown__qwen3_8b.md,367,7083fb259c1731b9dc1293cc544f5eb8f02f9cc299ca1bd34e81be4a5410d266
469,unknown,Qwen3.5 9B,run_469__unknown__qwen3_5_9b.md,3259,6a023a0c139614b202c28b770874329922d760b0a1df1fbaf6c31b889e2d813a
470,unknown,Gemma 3 12B IT,run_470__unknown__gemma_3_12b_it.md,2071,05f1f0d4fb755baf6b1f51a18877b49e72f368a23db345ec1d1eaf60582c971e
471,unknown,Gemma 3 12B IT,run_471__unknown__gemma_3_12b_it.md,2071,05f1f0d4fb755baf6b1f51a18877b49e72f368a23db345ec1d1eaf60582c971e
472,unknown,Gemma 3 12B IT,run_472__unknown__gemma_3_12b_it.md,2103,5165fe741015c661305e1ee13756a3a7d73e552e0258ce8d27d0b7f13fcc276b
473,unknown,Gemma 3 27B IT,run_473__unknown__gemma_3_27b_it.md,2101,1c66e48aba7a7bd2d72ccb4ff72ba924d4f3b9df88570c5dffbe5d0508523331
474,unknown,Gemma 4 31B IT,run_474__unknown__gemma_4_31b_it.md,2342,5968901c4ab9ab59e9d6354de056195415a511d6fdf4454faa5d7166a7344c16
475,unknown,Granite 4.1 8B,run_475__unknown__granite_4_1_8b.md,2268,08aac36391dd59139fdd3f3b8e58204d44b3ee47bb5ec287331b5c4af8e4d102
476,unknown,Granite 4.1 8B,run_476__unknown__granite_4_1_8b.md,2172,7bab274af879f3496c39e86dddc0afdc215f64089c262d230631fbefdf775811
477,unknown,Granite 4.1 8B,run_477__unknown__granite_4_1_8b.md,2104,ffa2bc77a1aec3d0fcc3877a99b76e7477e257300348ce4b9916d8e1696430e5
478,unknown,Llama 3.1 8B Instruct,run_478__unknown__llama_3_1_8b_instruct.md,1801,9846ea84d019b58ee47267b105ca0350c701fcd28eccb585d2a79c81fa36c1bb
479,unknown,Llama 3.1 8B Instruct,run_479__unknown__llama_3_1_8b_instruct.md,1831,9ff71383194c6d8179c57115944d3b18877f3b07b66286116cc40d42c9d7c93e
480,unknown,Llama 3.1 8B Instruct,run_480__unknown__llama_3_1_8b_instruct.md,1617,c60d6bf4a22430ed0540e9387c66a49dff097225baeff5637c50dd0846e66f50
481,unknown,Ministral 3 8B,run_481__unknown__ministral_3_8b.md,4542,b4190be86ead074ad69f56f7bf1edb2345703006fd4107e2a70061353acd5a2a
482,unknown,Ministral 3 8B,run_482__unknown__ministral_3_8b.md,2175,e86473b90e655c6edb400f6dca4e71c06a77e33feedd5ac46ef1f65f1d07e899
483,unknown,Ministral 3 8B,run_483__unknown__ministral_3_8b.md,2427,f8f269f5f279283467d276991b881cd1ec7999a11f630e15399dbda012d6088c
484,unknown,Mistral NeMo 12B,run_484__unknown__mistral_nemo_12b.md,1331,b7af58d85e2c4589e77d31f7d167a536ddd329059db3788ddaaa9953b4382526
485,unknown,Mistral NeMo 12B,run_485__unknown__mistral_nemo_12b.md,1245,fbe53afe475438574d84a2da95642aed2dad6bfb3fdc26bd657363daea1559ef
