batch,scenario_id,category,model_name,deterministic_grade,extraction_status,helper_status,bert_precision,bert_recall,bert_f1,candidate_full_text_length_chars,candidate_no_final_text_length_chars,reference_full_text_length_chars,reference_no_final_text_length_chars,candidate_removed_chars,reference_removed_chars,final_block_removed_candidate,final_block_removed_reference,source_run_id,reference_source,candidate_source,candidate_no_final_text_hash,reference_no_final_text_hash
V3,QM_TUNNEL_001,Quantum Mechanics,Llama 3.1 8B Instruct,FAIL,OK,OK,0.8791628479957581,0.7880264520645142,0.8335039019584656,704,509,665,665,195,0,True,False,c4c34083-846b-4a5b-9241-5b10ea48920a,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,34e32af24ee431e2945b63ae7999a4bd481f07c44b12907f79cf1c0fe25b42a5,5ea02669397931d58ba7a15b83c82945fd31aa6fecc41b476bb5111ab1b24804
V3,QM_TUNNEL_001,Quantum Mechanics,Ministral 3 8B,FAIL,OK,OK,0.2690958082675934,0.5193794965744019,0.3922930061817169,1110,898,665,665,212,0,True,False,69105aad-c0ce-42d1-bb33-a335484e353a,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,b22476a65a5680c22e9c470cc04b0625e099398514ee2a2a8568cd68192c2fb7,5ea02669397931d58ba7a15b83c82945fd31aa6fecc41b476bb5111ab1b24804
V3,QM_TUNNEL_001,Quantum Mechanics,Mistral NeMo 12B,FAIL,OK,OK,0.7821033596992493,0.7360798716545105,0.759389340877533,802,600,665,665,202,0,True,False,54448dad-7233-4056-ae08-be960e31c16d,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,c3d00aa8752e822c5a1870dbe77a3d629c058af36f92e1d9f42fd83de2ec7540,5ea02669397931d58ba7a15b83c82945fd31aa6fecc41b476bb5111ab1b24804
V3,QM_TUNNEL_001,Quantum Mechanics,Mistral Small 3.2 24B Instruct,FAIL,OK,OK,0.8549961447715759,0.8638002276420593,0.8596237897872925,858,663,665,665,195,0,True,False,0da1e3a2-7970-4e89-9df6-00d6ef104a50,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,19dda2cecd9887eb80a57f4a4fcf3ba02052462172d3549ba920a66e6b2f3c64,5ea02669397931d58ba7a15b83c82945fd31aa6fecc41b476bb5111ab1b24804
V3,SR_BELL_001,Special Relativity,Gemma 3 12B IT,PASS,OK,OK,0.9002682566642761,0.881081759929657,0.890836238861084,989,806,822,822,183,0,True,False,b51a38fc-3664-46c2-a584-92b132c4b017,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,20649f959b073950393e1a1011c9d62f740678bc7dfa8ea3b52967c87402c93a,286d51471c81c2bbb80db083abf5074b4848d80702d337787f03ae45f9f9b369
V3,SR_BELL_001,Special Relativity,Gemma 3 27B IT,PASS,OK,OK,0.8902897238731384,0.9249559640884399,0.9077222943305969,1032,846,822,822,186,0,True,False,9c6eca53-936a-41af-8459-9e55496a588e,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,94d64c3a0cfe954d08b4df84316d3581a87b98eb06afbaaa845ad848adffc403,286d51471c81c2bbb80db083abf5074b4848d80702d337787f03ae45f9f9b369
V3,SR_BELL_001,Special Relativity,Gemma 4 31B IT,PASS,OK,OK,0.42011234164237976,0.6774483323097229,0.5465043783187866,1150,965,822,822,185,0,True,False,df3cdce2-3059-42f5-806b-1072d96949a5,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,b5f1ea27d3ca6116a90e512878a5942fe1e4be1b79f7c1fece353e6e9f439805,286d51471c81c2bbb80db083abf5074b4848d80702d337787f03ae45f9f9b369
V3,SR_BELL_001,Special Relativity,Granite 4.1 8B,PASS,OK,OK,-0.2586361765861511,0.24615395069122314,-0.017498468980193138,1901,1718,822,822,183,0,True,False,d2552a2b-6eaa-4fa1-a60e-8e906f0bcb87,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,39f9fe5f9d972eac53aca1981f7e41dd58be414a1877e4080c86db8995bc2026,286d51471c81c2bbb80db083abf5074b4848d80702d337787f03ae45f9f9b369
V3,SR_BELL_001,Special Relativity,Llama 3.1 8B Instruct,PASS,OK,OK,0.9492455124855042,0.9158051013946533,0.9325870275497437,988,805,822,822,183,0,True,False,fa92b034-0c55-40c7-8d05-fbc188694292,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,6f1388f4a7ba3e7e0d32450e902464f080b018b754acb9c13b242a57f06e7bd0,286d51471c81c2bbb80db083abf5074b4848d80702d337787f03ae45f9f9b369
V3,SR_BELL_001,Special Relativity,Ministral 3 8B,PASS,OK,OK,0.885000467300415,0.9307113885879517,0.9079176187515259,1037,841,822,822,196,0,True,False,ccd2856b-b402-4e7e-b4ea-6124d1514eb0,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,a484df8e5b5a9cf86112c5db5e9e88fbd6d9cd5723580fe28c8136df5b628a99,286d51471c81c2bbb80db083abf5074b4848d80702d337787f03ae45f9f9b369
V3,SR_BELL_001,Special Relativity,Mistral NeMo 12B,PASS,OK,OK,0.995056688785553,0.9920800924301147,0.9935784339904785,1005,821,822,822,184,0,True,False,4115b317-b358-4e9f-b8f0-1ec168183806,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,6d406d35822989847e06e7f816c6f26de25f77682a3b4f939cc1fb5df2534f1b,286d51471c81c2bbb80db083abf5074b4848d80702d337787f03ae45f9f9b369
V3,SR_BELL_001,Special Relativity,Mistral Small 3.2 24B Instruct,PASS,OK,OK,0.9685842394828796,0.9559556841850281,0.962324321269989,989,811,822,822,178,0,True,False,612db0fa-8d03-481c-ac03-7c1df757e96a,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,4c96aed0dd4ade36c349b5bd36f517f664d3295b4da9f169ede859d1c73509a4,286d51471c81c2bbb80db083abf5074b4848d80702d337787f03ae45f9f9b369
V3,STAT_BEC_001,Statistical Mechanics,Gemma 3 12B IT,FAIL,OK,OK,0.3846281170845032,0.5612162351608276,0.4723428189754486,1262,1019,671,671,243,0,True,False,61e95544-755c-4b86-9adf-1517dc64f1fc,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,6187ef3a6414938813d644dc57b753138cd45d9944bc26d15786c92fb96f5780,40ec00ed092d35687c10080e642c42818480aebcabc18383aedde1f97dac996a
V3,STAT_BEC_001,Statistical Mechanics,Gemma 3 27B IT,FAIL,OK,OK,0.5843095183372498,0.7801461815834045,0.6810438632965088,1091,849,671,671,242,0,True,False,188bc4ef-e984-49f4-b584-bd3a99572a45,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,e56194469b5760f93675e8669384a58d4649de8fdb04606a8197afd885dbb9ae,40ec00ed092d35687c10080e642c42818480aebcabc18383aedde1f97dac996a
V3,STAT_BEC_001,Statistical Mechanics,Gemma 4 31B IT,FAIL,OK,OK,0.8240933418273926,0.9025977253913879,0.8633037209510803,960,713,671,671,247,0,True,False,7291fcc8-4808-4d96-8b8c-a5286af017df,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,a36beb5647cc50c86abb63a18546b994537a9c8a912b3d2d827f7af070ef85b7,40ec00ed092d35687c10080e642c42818480aebcabc18383aedde1f97dac996a
V3,STAT_BEC_001,Statistical Mechanics,Ministral 3 8B,FAIL,OK,OK,-0.1468118578195572,0.090428926050663,-0.02937813103199005,2027,1788,671,671,239,0,True,False,1205af10-0f2d-4c8b-ade7-beb9155d9d4d,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,cf75ee5549bf86cec82b5e79c6131d03081c588149ff34fad12d750b956a1e77,40ec00ed092d35687c10080e642c42818480aebcabc18383aedde1f97dac996a
V3,STAT_BEC_001,Statistical Mechanics,Mistral NeMo 12B,FAIL,OK,OK,0.9308763742446899,0.8525316119194031,0.891615629196167,804,563,671,671,241,0,True,False,08aed30b-5c92-41e7-8512-8d612ffade64,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,b0f6598e493adb23913ad9b318495f396c912e8f7e43be17a51943a5e6177e94,40ec00ed092d35687c10080e642c42818480aebcabc18383aedde1f97dac996a
V3,STAT_BEC_001,Statistical Mechanics,Mistral Small 3.2 24B Instruct,FAIL,OK,OK,0.6959187388420105,0.7905368208885193,0.7432529926300049,1046,804,671,671,242,0,True,False,eed5e543-0bf8-4de7-b85b-655c79dfb28c,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,7e6bd57500ec743f611b09de835252e08ff9ba5e771b90a62bad5c079561d89c,40ec00ed092d35687c10080e642c42818480aebcabc18383aedde1f97dac996a
V4,CM_KAPITZA_001,Classical Mechanics,Gemma 3 12B IT,FAIL,OK,OK,0.9219014048576355,0.8778833746910095,0.8999711275100708,592,459,483,483,133,0,True,False,cf0f5553-a37e-484c-b664-53217a238526,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,ec3fa326c454ee3d80ce30e74880da5c55ec2a0f8e8f93ef8d8a76ffadddf146,a200fd349b6bc1900708a9a052e06d03601de4c205932c4e5716ac3574acabb0
V4,CM_KAPITZA_001,Classical Mechanics,Gemma 3 27B IT,FAIL,OK,OK,0.9424432516098022,0.9326275587081909,0.93763267993927,618,480,483,483,138,0,True,False,cc0939dc-5379-4225-915b-cef4d5883b59,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,ad85c28514df06deb8a34339f247ef36866bcd64555a2dbbe8b6d6eb222e178b,a200fd349b6bc1900708a9a052e06d03601de4c205932c4e5716ac3574acabb0
V4,CM_KAPITZA_001,Classical Mechanics,Gemma 4 31B IT,PASS,OK,OK,0.4327188730239868,0.8964974284172058,0.6555745601654053,1386,1247,483,483,139,0,True,False,8c78ea06-5052-4340-9c3f-f73b2ced036e,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,e7abcf7ba66f198e97439926fbad4566429593331306724c1cd0ebe6aaa8875e,a200fd349b6bc1900708a9a052e06d03601de4c205932c4e5716ac3574acabb0
V4,CM_KAPITZA_001,Classical Mechanics,Granite 4.1 8B,FAIL,OK,OK,-0.2911732792854309,0.19136416912078857,-0.06008379906415939,1488,1355,483,483,133,0,True,False,297bb41a-5909-4b26-9936-dd1af5211f9c,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,c37765081525f162a19df90ec46913ada6d89ce66dbfe98f0f172dd1e3315130,a200fd349b6bc1900708a9a052e06d03601de4c205932c4e5716ac3574acabb0
V4,CM_KAPITZA_001,Classical Mechanics,Llama 3.1 8B Instruct,FAIL,OK,OK,0.8604389429092407,0.8711293935775757,0.8659972548484802,632,500,483,483,132,0,True,False,c876484e-6565-4473-8cda-3f8554755dbd,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,f4b243de3d677759db3e1250e49186a74ca88b2fce29a598333992a79808166f,a200fd349b6bc1900708a9a052e06d03601de4c205932c4e5716ac3574acabb0
V4,CM_KAPITZA_001,Classical Mechanics,Ministral 3 8B,FAIL,OK,OK,-0.0012685440015047789,0.43949827551841736,0.2109849601984024,884,749,483,483,135,0,True,False,6cf088ae-d374-4809-90c5-c1620139f384,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,32aef3c34c0d106118d4de413f68f7807844875348a396242769bbc279dd6c72,a200fd349b6bc1900708a9a052e06d03601de4c205932c4e5716ac3574acabb0
V4,CM_KAPITZA_001,Classical Mechanics,Mistral NeMo 12B,FAIL,OK,OK,0.8279796242713928,0.8260673880577087,0.8273041248321533,645,487,483,483,158,0,True,False,422bb7fd-7549-43d4-9c14-1a96a2158a1a,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,4960654e141be0bf0c64c6f9246ac2c435ca52d41d32c2ca98223def0e2f5021,a200fd349b6bc1900708a9a052e06d03601de4c205932c4e5716ac3574acabb0
V4,CM_KAPITZA_001,Classical Mechanics,Mistral Small 3.2 24B Instruct,FAIL,OK,OK,0.9410781264305115,0.9404760003089905,0.9408732652664185,612,478,483,483,134,0,True,False,ec03508e-f8ed-498f-9a9c-f2bd032d5130,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,3cbc6d92d5d3cc73cdfbd1d4a39765eca6e7682ae598f22eb3ff07936027b1f8,a200fd349b6bc1900708a9a052e06d03601de4c205932c4e5716ac3574acabb0
V4,COS_DESITTER_001,Cosmology,Gemma 3 12B IT,FAIL,OK,OK,-0.24844253063201904,0.10036186128854752,-0.07853368669748306,1483,1300,632,632,183,0,True,False,f9c05801-ce09-4b39-8f13-c10a55d785b7,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,457a1d574425d8a80b7efca1496395f0d5fe04123cb9d16d580af0e50dab55d2,3db481ad89139692ca47b67d9c88b08f75f7097f8915aed0da7ab5fe09586b35
V4,COS_DESITTER_001,Cosmology,Gemma 3 27B IT,FAIL,OK,OK,0.7580246925354004,0.8393384218215942,0.7987223863601685,846,678,632,632,168,0,True,False,ac523904-da02-4286-b34b-441d9278b9b8,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,8c36cb5ba8c738d5e8d9a89b2d3fbfb8880f89d9d110afed0ca6aabcc3b24732,3db481ad89139692ca47b67d9c88b08f75f7097f8915aed0da7ab5fe09586b35
V4,COS_DESITTER_001,Cosmology,Gemma 4 31B IT,PASS,OK,OK,-0.2759111523628235,0.15349797904491425,-0.06891496479511261,2022,1851,632,632,171,0,True,False,491a2baf-b665-4ce6-837c-9a9d3c21f9ed,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,fd38ce8861fbf7f38dd910956bc2ed70eb25dbcb09ebb84d6ed17621aaff22d9,3db481ad89139692ca47b67d9c88b08f75f7097f8915aed0da7ab5fe09586b35
V4,COS_DESITTER_001,Cosmology,Granite 4.1 8B,FAIL,OK,OK,-0.46394750475883484,-0.12259626388549805,-0.29742735624313354,2430,2265,632,632,165,0,True,False,26ede9fe-ceec-41da-b26e-b510f3260cff,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,8542d958724a485a81a22775918c164c1a7ce8f6c485f99f3ca34bca93d53c04,3db481ad89139692ca47b67d9c88b08f75f7097f8915aed0da7ab5fe09586b35
V4,COS_DESITTER_001,Cosmology,Llama 3.1 8B Instruct,FAIL,OK,OK,0.56097412109375,0.7196705937385559,0.639782190322876,923,757,632,632,166,0,True,False,a0b03a0b-3abe-4557-a316-58e0a8feecda,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,11e889cb7bdb5296b0d5400233b75ff0127b4318f91348c959c28dfd747f1094,3db481ad89139692ca47b67d9c88b08f75f7097f8915aed0da7ab5fe09586b35
V4,COS_DESITTER_001,Cosmology,Ministral 3 8B,FAIL,OK,OK,-0.3758367598056793,-0.07245725393295288,-0.22702664136886597,1765,1598,632,632,167,0,True,False,47b01d7f-0cd5-4d9d-8d26-4e6033183f2d,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,33abefe34e5fb8781d747b7536a757e8d9448b4006c20e6de84bd310b919bebe,3db481ad89139692ca47b67d9c88b08f75f7097f8915aed0da7ab5fe09586b35
V4,COS_DESITTER_001,Cosmology,Mistral NeMo 12B,FAIL,OK,OK,0.6902714967727661,0.7912591099739075,0.7407399415969849,865,700,632,632,165,0,True,False,3fdf2a5b-9eab-4eee-b8f4-8e57cbf19d5d,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,3cdd9f34b5c12d888b13af4259e9b75f9f8bb193286d91d75bf4f89e81d85b2b,3db481ad89139692ca47b67d9c88b08f75f7097f8915aed0da7ab5fe09586b35
V4,COS_DESITTER_001,Cosmology,Mistral Small 3.2 24B Instruct,FAIL,OK,OK,0.949870228767395,0.9516388177871704,0.9508345723152161,791,626,632,632,165,0,True,False,13d804f3-30ad-428a-ad9d-7f48deb28505,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,54a57113b8ab49772a5595e7f57c88d9793ec67b25fa58ae9bbc5100e326bece,3db481ad89139692ca47b67d9c88b08f75f7097f8915aed0da7ab5fe09586b35
V4,GR_PERI_001,General Relativity,Gemma 3 12B IT,FAIL,OK,OK,0.6868896484375,0.7228060364723206,0.7052711248397827,927,736,695,695,191,0,True,False,7acbd9b4-3991-424a-bd93-53630bd65ae6,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,2e932672fc36eb940413bae9d35095df71982926b54084b0f22ee64eb65a71af,15be7e876c95d7d371f00d61e6bbdc84c0699e10373e9332d5d42c3f6d992eac
V4,GR_PERI_001,General Relativity,Gemma 3 27B IT,FAIL,OK,OK,0.8016164898872375,0.7855991721153259,0.7939321398735046,896,696,695,695,200,0,True,False,1f6f2a74-79ab-47f8-8a96-512a80ae17d9,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,59a7a3a76da79eda22398a1d4b607b963681adf1d88ac97a4a1621faf97f2dae,15be7e876c95d7d371f00d61e6bbdc84c0699e10373e9332d5d42c3f6d992eac
V4,GR_PERI_001,General Relativity,Gemma 4 31B IT,PASS,OK,OK,0.2968180775642395,0.4977400600910187,0.3963727355003357,1096,900,695,695,196,0,True,False,f9c2e581-e664-46ba-a070-afbfb0f5f90c,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,e8841d989565cd7d3f071dc2dc5631bbec8d4b1e85af877d93662d85595622a9,15be7e876c95d7d371f00d61e6bbdc84c0699e10373e9332d5d42c3f6d992eac
V4,GR_PERI_001,General Relativity,Granite 4.1 8B,FAIL,OK,OK,-0.39511537551879883,-0.018497662618756294,-0.21232415735721588,6563,6369,695,695,194,0,True,False,3ef8d245-f08a-4e4f-b522-65b487e020d0,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,6d04ad7b10ce908e64ca093321b0b4e263a9dfe96bda34d2313cf2fce0d067c7,15be7e876c95d7d371f00d61e6bbdc84c0699e10373e9332d5d42c3f6d992eac
V4,GR_PERI_001,General Relativity,Llama 3.1 8B Instruct,FAIL,OK,OK,0.16890490055084229,0.4084009528160095,0.2870729863643646,1069,1069,695,695,0,0,False,False,3048c6ec-b6eb-429b-9e91-09317a088462,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,7cdea6539b9e70246e11d90e3898e0121d56f0c7adcdefc291c36e3945dfc87e,15be7e876c95d7d371f00d61e6bbdc84c0699e10373e9332d5d42c3f6d992eac
V4,GR_PERI_001,General Relativity,Ministral 3 8B,FAIL,OK,OK,0.30205532908439636,0.5633952021598816,0.4304765462875366,1312,1118,695,695,194,0,True,False,82bfcead-f536-432a-af8d-1ace93dc33ae,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,c7428b1015681df69917e2843d40b24daa361aa15e5e4ab42a64a7ed690284c5,15be7e876c95d7d371f00d61e6bbdc84c0699e10373e9332d5d42c3f6d992eac
V4,GR_PERI_001,General Relativity,Mistral NeMo 12B,FAIL,OK,OK,0.8969932198524475,0.8554632663726807,0.876354455947876,860,667,695,695,193,0,True,False,efeb19b9-ea9e-4b95-99d6-6bc144ac375a,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,6e684dfdebcb982469f3fb1493a5a269cf1f33035febd7274ca0c888bc05f782,15be7e876c95d7d371f00d61e6bbdc84c0699e10373e9332d5d42c3f6d992eac
V4,GR_PERI_001,General Relativity,Mistral Small 3.2 24B Instruct,FAIL,OK,OK,0.9067160487174988,0.8796290159225464,0.893314003944397,859,671,695,695,188,0,True,False,f517cb34-37e3-40da-9f4b-b4940a78c319,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,9aa6144da9700a95863eb0057373817f6d66a8d919d81048845fd5fe05882796,15be7e876c95d7d371f00d61e6bbdc84c0699e10373e9332d5d42c3f6d992eac
V4,QFT_UNRUH_001,Quantum Field Theory,Gemma 3 12B IT,FAIL,OK,OK,0.8004636168479919,0.8325309753417969,0.8167516589164734,956,825,796,796,131,0,True,False,ce5ffba6-337f-4787-9fca-5fd406284075,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,297222622d0c33170d5a411c49eaf7b34c1ff44fe64349d7460bec92913db2d5,5f6f5cfc4635792ef85e73bec9f462b2a61f1bf9f5314abd0c426d76279495a9
V4,QFT_UNRUH_001,Quantum Field Theory,Gemma 3 27B IT,PASS,OK,OK,0.49727243185043335,0.6797436475753784,0.5876756310462952,1061,923,796,796,138,0,True,False,bc3b7c0f-6520-491a-9c73-d717e54f5380,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,1704fb1c0ae6c258b5ff7052c01ce2f2e812b089460293423cfb119fad7894d1,5f6f5cfc4635792ef85e73bec9f462b2a61f1bf9f5314abd0c426d76279495a9
V4,QFT_UNRUH_001,Quantum Field Theory,Gemma 4 31B IT,PASS,OK,OK,0.9607982635498047,0.9517516493797302,0.9563424587249756,930,792,796,796,138,0,True,False,937f7088-15a5-4851-8a17-ce4247b8580d,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,fddb69b45e2d5bc761db894495b79f0289526efbeab39371b9da965bf4a549b7,5f6f5cfc4635792ef85e73bec9f462b2a61f1bf9f5314abd0c426d76279495a9
V4,QFT_UNRUH_001,Quantum Field Theory,Llama 3.1 8B Instruct,FAIL,OK,OK,0.7810137867927551,0.7854987382888794,0.7836074233055115,909,776,796,796,133,0,True,False,9a233092-d4f6-4160-a7d0-28edb2dbf792,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,30701628b5a2954b420699875ab732cd7351512da2310a08895cf3eb0ffb4ac7,5f6f5cfc4635792ef85e73bec9f462b2a61f1bf9f5314abd0c426d76279495a9
V4,QFT_UNRUH_001,Quantum Field Theory,Ministral 3 8B,FAIL,OK,OK,0.05426686629652977,0.3799339234828949,0.21324166655540466,1348,1210,796,796,138,0,True,False,5bd0cc60-5000-4404-a1d2-195f2b59bc02,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,bf7a692b95a90d111fee28403dba20c380dd9ceaf6d5060a1fdc00a4aa85e974,5f6f5cfc4635792ef85e73bec9f462b2a61f1bf9f5314abd0c426d76279495a9
V4,QFT_UNRUH_001,Quantum Field Theory,Mistral NeMo 12B,FAIL,OK,OK,0.7764596343040466,0.7501581311225891,0.763662576675415,971,825,796,796,146,0,True,False,fbbc26e8-3a8f-4492-b2f3-c0831106c117,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,1ff9628f2cef3f3f5de638c3cd56383d03733519e620008276fccc89aad5a969,5f6f5cfc4635792ef85e73bec9f462b2a61f1bf9f5314abd0c426d76279495a9
V4,QFT_UNRUH_001,Quantum Field Theory,Mistral Small 3.2 24B Instruct,FAIL,OK,OK,0.5977835059165955,0.7482872605323792,0.6725612878799438,1034,900,796,796,134,0,True,False,b6b32afe-5f66-490d-a564-dbe0d3ddcd66,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,49108e69be297edabec1326f13ccec27f7ec6adaaf6edaa41a0516e3f88a1a24,5f6f5cfc4635792ef85e73bec9f462b2a61f1bf9f5314abd0c426d76279495a9
V4,QI_HOLEVO_001,Quantum Information Theory,Gemma 3 12B IT,PASS,OK,OK,0.6318590641021729,0.7840173244476318,0.7073915600776672,1085,910,726,726,175,0,True,False,857a1764-71f5-4759-a705-172afc529699,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,95d6f851b7ee279da42b498bc1f6a3941a6d039ddf552489900aeea46a53cf8c,5094be1998cfb19e5802ba269dee437b92514e87bfe9462884a58c1d7d6e597e
V4,QI_HOLEVO_001,Quantum Information Theory,Gemma 3 27B IT,FAIL,OK,OK,0.634501576423645,0.7802883386611938,0.706932783126831,1051,875,726,726,176,0,True,False,74f13abf-916e-4c7d-bf0a-e6ce907c4931,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,1608756d8cd79fb4bd3dfe24baf4ce155aeef363ffa176f3473853b2b22606f6,5094be1998cfb19e5802ba269dee437b92514e87bfe9462884a58c1d7d6e597e
V4,QI_HOLEVO_001,Quantum Information Theory,Gemma 4 31B IT,PASS,OK,OK,0.8361441493034363,0.8672356009483337,0.8518898487091064,938,763,726,726,175,0,True,False,0087022b-4054-4302-90e7-1c39288b64c9,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,4047b6a144680103cb972b27c3553d0c83a86a8744807d500ff89c69bf8296a3,5094be1998cfb19e5802ba269dee437b92514e87bfe9462884a58c1d7d6e597e
V4,QI_HOLEVO_001,Quantum Information Theory,Granite 4.1 8B,FAIL,OK,OK,-0.4875584840774536,-0.27533620595932007,-0.38166603446006775,2694,2526,726,726,168,0,True,False,8a8ce38b-369d-4716-b6cc-fb4b687dc5ac,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,a5ca391b5c6565b7d9f1d1b6380c9f892f1fc08a594e6c43a54d69431211a82f,5094be1998cfb19e5802ba269dee437b92514e87bfe9462884a58c1d7d6e597e
V4,QI_HOLEVO_001,Quantum Information Theory,Llama 3.1 8B Instruct,FAIL,OK,OK,0.6938836574554443,0.7577908039093018,0.7261034846305847,977,810,726,726,167,0,True,False,038e0394-8fac-49ea-be6a-c65b10f8f47d,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,cb96688c7590a83f05a5d5d6789a4f563a96d07dc25bb76f15c909ecd958ee91,5094be1998cfb19e5802ba269dee437b92514e87bfe9462884a58c1d7d6e597e
V4,QI_HOLEVO_001,Quantum Information Theory,Ministral 3 8B,FAIL,OK,OK,0.3082190454006195,0.48494619131088257,0.3961043357849121,1087,774,726,726,313,0,True,False,332b6344-a602-4bd9-be3f-788d8b061d0b,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,a67c967c93c545e14f1c3f2f084feb3a1c4687ef46bf629ef52f718ed7c17422,5094be1998cfb19e5802ba269dee437b92514e87bfe9462884a58c1d7d6e597e
